Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
176,Exit long,2025-05-04 20:00,Sell signal — close long,94301.09,23.277841,1914219.036,279263,14.58,1643.74,364275.56,19.02,-88799.69,-4.64,1193486.4,119.35,151
176,Entry long,2025-04-09 16:00,Buy,82233.53,23.277841,1914219.036,279263,14.58,1643.74,364275.56,19.02,-88799.69,-4.64,1193486.4,119.35,151
177,Exit short,2025-05-06 20:00,Buy signal — close short,96824.93,23.260467,2193487.392,-60483.97,-2.76,1778.27,20183.1,0.92,-61505.1,-2.80,1133002.4,113.30,12
177,Entry short,2025-05-04 20:00,Sell,94301.09,23.260467,2193487.392,-60483.97,-2.76,1778.27,20183.1,0.92,-61505.1,-2.80,1133002.4,113.30,12
178,Exit long,2025-05-29 16:00,Sell signal — close long,105763.71,22.029971,2133050.4,195135.86,9.14,1785.21,333592.6,15.63,-23653.36,-1.11,1328138.2,132.81,137
178,Entry long,2025-05-06 20:00,Buy,96824.93,22.029971,2133050.4,195135.86,9.14,1785.21,333592.6,15.63,-23653.36,-1.11,1328138.2,132.81,137
179,Exit short,2025-06-06 12:00,Buy signal — close short,105148.01,22.012648,2328139.319,11696.1,0.50,1857.09,115726.09,4.97,-24509.66,-1.05,1339834.4,133.98,47
179,Entry short,2025-05-29 16:00,Sell,105763.71,22.012648,2328139.319,11696.1,0.50,1857.09,115726.09,4.97,-24509.66,-1.05,1339834.4,133.98,47
180,Exit long,2025-06-12 16:00,Sell signal — close long,106824.73,22.252676,2339824.599,35424.72,1.51,1886.78,119601.25,5.11,-27312.03,-1.17,1375259,137.53,37
180,Entry long,2025-06-06 12:00,Buy,105148.01,22.252676,2339824.599,35424.72,1.51,1886.78,119601.25,5.11,-27312.03,-1.17,1375259,137.53,37
181,Exit short,2025-06-16 16:00,Buy signal — close short,108664.46,22.235115,2375260.156,-42823.18,-1.80,1916.57,89708.02,3.78,-46860.73,-1.97,1332435.9,133.24,24
181,Entry short,2025-06-12 16:00,Sell,106824.73,22.235115,2375260.156,-42823.18,-1.80,1916.57,89708.02,3.78,-46860.73,-1.97,1332435.9,133.24,24
182,Exit long,2025-06-17 12:00,Sell signal — close long,104291.99,21.464881,2332469.703,-95682.98,-4.10,1828.43,5263.06,0.23,-96815.32,-4.15,1236752.9,123.68,5
182,Entry long,2025-06-16 16:00,Buy,108664.46,21.464881,2332469.703,-95682.98,-4.10,1828.43,5263.06,0.23,-96815.32,-4.15,1236752.9,123.68,5
183,Exit short,2025-06-23 20:00,Buy signal — close short,105380.74,21.447035,2236753.96,-25149.2,-1.12,1798.74,128849.56,5.76,-48953.65,-2.19,1211603.6,121.16,38
183,Entry short,2025-06-17 12:00,Sell,104291.99,21.447035,2236753.96,-25149.2,-1.12,1798.74,128849.56,5.76,-48953.65,-2.19,1211603.6,121.16,38
184,Exit long,2025-07-01 12:00,Sell signal — close long,105980.01,20.98698,2211623.483,10802.54,0.49,1774.33,70853.88,3.20,-15054.01,-0.68,1222406.2,122.24,46
184,Entry long,2025-06-23 20:00,Buy,105380.74,20.98698,2211623.483,10802.54,0.49,1774.33,70853.88,3.20,-15054.01,-0.68,1222406.2,122.24,46
185,Exit short,2025-07-02 12:00,Buy signal — close short,108756.8,20.970061,2222407.274,-60030.67,-2.70,1801.22,16614.75,0.75,-59210.27,-2.66,1162375.5,116.24,6
185,Entry short,2025-07-01 12:00,Sell,105980.01,20.970061,2222407.274,-60030.67,-2.70,1801.22,16614.75,0.75,-59210.27,-2.66,1162375.5,116.24,6
186,Exit long,2025-07-15 00:00,Sell signal — close long,117175.47,19.883108,2162423.2,165592.44,7.65,1796.89,286656.5,13.25,-29628.27,-1.37,1327968,132.80,75
186,Entry long,2025-07-02 12:00,Buy,108756.8,19.883108,2162423.2,165592.44,7.65,1796.89,286656.5,13.25,-29628.27,-1.37,1327968,132.80,75
187,Exit short,2025-08-07 08:00,Buy signal — close short,116534.93,19.867375,2327969.003,10868.56,0.47,1857.28,103230.88,4.43,-76843.04,-3.30,1338836.5,133.88,140
187,Entry short,2025-07-15 00:00,Sell,117175.47,19.867375,2327969.003,10868.56,0.47,1857.28,103230.88,4.43,-76843.04,-3.30,1338836.5,133.88,140
188,Exit long,2025-08-12 08:00,Sell signal — close long,118518.6,20.069755,2338827.494,37924.79,1.62,1886.99,115266.95,4.93,-18459.64,-0.79,1376761.4,137.68,30
188,Entry long,2025-08-07 08:00,Buy,116534.93,20.069755,2338827.494,37924.79,1.62,1886.99,115266.95,4.93,-18459.64,-0.79,1376761.4,137.68,30
189,Exit short,2025-08-13 16:00,Buy signal — close short,122719.6,20.053919,2376762.404,-86181.62,-3.62,1935.11,3771.39,0.16,-87134.02,-3.66,1290579.8,129.06,8
189,Entry short,2025-08-12 08:00,Sell,118518.6,20.053919,2376762.404,-86181.62,-3.62,1935.11,3771.39,0.16,-87134.02,-3.66,1290579.8,129.06,8
190,Exit long,2025-08-14 12:00,Sell signal — close long,118298.06,18.665708,2290648.219,-84330.68,-3.68,1799.51,32340.62,1.41,-93102.83,-4.06,1206249,120.62,5
190,Entry long,2025-08-13 16:00,Buy,122719.6,18.665708,2290648.219,-84330.68,-3.68,1799.51,32340.62,1.41,-93102.83,-4.06,1206249,120.62,5
191,Exit short,2025-08-22 12:00,Buy signal — close short,116351.71,18.649926,2206250.065,34548.81,1.57,1750.48,122917.95,5.57,-19473.87,-0.88,1240797.9,124.08,48
191,Entry short,2025-08-14 12:00,Sell,118298.06,18.649926,2206250.065,34548.81,1.57,1750.48,122917.95,5.57,-19473.87,-0.88,1240797.9,124.08,48
192,Exit long,2025-08-24 16:00,Sell signal — close long,112561.21,19.258589,2240769.762,-74763.09,-3.34,1763.42,19110.67,0.85,-108029.53,-4.82,1166034.8,116.60,13
192,Entry long,2025-08-22 12:00,Buy,116351.71,19.258589,2240769.762,-74763.09,-3.34,1763.42,19110.67,0.85,-108029.53,-4.82,1166034.8,116.60,13
193,Exit short,2025-09-02 12:00,Buy signal — close short,110845.4,19.243181,2166035.738,31298.02,1.44,1719.62,101043.36,4.66,-21828.4,-1.01,1197332.8,119.73,53
193,Entry short,2025-08-24 16:00,Sell,112561.21,19.243181,2166035.738,31298.02,1.44,1719.62,101043.36,4.66,-21828.4,-1.01,1197332.8,119.73,53
194,Exit long,2025-09-22 00:00,Sell signal — close long,114716.9,19.823171,2197307.319,74956.86,3.41,1788.54,139617.4,6.35,-29785.07,-1.35,1272289.6,127.23,117
194,Entry long,2025-09-02 12:00,Buy,110845.4,19.823171,2197307.319,74956.86,3.41,1788.54,139617.4,6.35,-29785.07,-1.35,1272289.6,127.23,117
195,Exit short,2025-09-28 20:00,Buy signal — close short,112219.21,19.807811,2272290.674,47675.73,2.10,1798.04,118680.94,5.22,-964.38,-0.04,1319965.4,132.00,41
195,Entry short,2025-09-22 00:00,Sell,114716.9,19.807811,2272290.674,47675.73,2.10,1798.04,118680.94,5.22,-964.38,-0.04,1319965.4,132.00,41
196,Exit long,2025-10-07 12:00,Sell signal — close long,121911.89,20.67317,2319926.806,198442.33,8.55,1936.09,288721.34,12.44,-13330.43,-0.57,1518407.6,151.84,52
196,Entry long,2025-09-28 20:00,Buy,112219.21,20.67317,2319926.806,198442.33,8.55,1936.09,288721.34,12.44,-13330.43,-0.57,1518407.6,151.84,52
197,Exit short,2025-10-20 04:00,Buy signal — close short,111224.36,20.657614,2518408.766,218852.45,8.69,1926.42,386908.97,15.36,-48834.08,-1.94,1737260.1,173.73,76
197,Entry short,2025-10-07 12:00,Sell,121911.89,20.657614,2518408.766,218852.45,8.69,1926.42,386908.97,15.36,-48834.08,-1.94,1737260.1,173.73,76
198,Exit long,2025-10-29 12:00,Sell signal — close long,111531.93,24.60868,2737084.683,5376.2,0.20,2192.7,125826.4,4.60,-110422.09,-4.03,1742636.4,174.26,56
198,Entry long,2025-10-20 04:00,Buy,111224.36,24.60868,2737084.683,5376.2,0.20,2192.7,125826.4,4.60,-110422.09,-4.03,1742636.4,174.26,56
199,Exit short,2025-11-10 00:00,Buy signal — close short,106026.34,24.590604,2742637.524,133245.83,4.86,2139.96,307906.03,11.22,-13186.29,-0.48,1875882.1,187.59,69
199,Entry short,2025-10-29 12:00,Sell,111531.93,24.590604,2742637.524,133245.83,4.86,2139.96,307906.03,11.22,-13186.29,-0.48,1875882.1,187.59,69
200,Exit long,2025-11-12 12:00,Sell signal — close long,102167.03,27.123215,2875775.215,-106935.64,-3.72,2258.75,38173.47,1.33,-111010.72,-3.86,1768946.5,176.89,15
200,Entry long,2025-11-10 00:00,Buy,106026.34,27.123215,2875775.215,-106935.64,-3.72,2258.75,38173.47,1.33,-111010.72,-3.86,1768946.5,176.89,15
201,Exit short,2025-11-26 16:00,Buy signal — close short,89924.74,27.102166,2768947.807,329710.12,11.90,2082.44,584490.8,21.10,-51646.89,-1.86,2098656.8,209.87,85
201,Entry short,2025-11-12 12:00,Sell,102167.03,27.102166,2768947.807,329710.12,11.90,2082.44,584490.8,21.10,-51646.89,-1.86,2098656.8,209.87,85
202,Exit long,2025-12-01 00:00,Sell signal — close long,86366.28,34.455397,3098392.617,-125037.82,-4.03,2429.67,105938.98,3.42,-129788.31,-4.19,1973618.8,197.36,26
202,Entry long,2025-11-26 16:00,Buy,89924.74,34.455397,3098392.617,-125037.82,-4.03,2429.67,105938.98,3.42,-129788.31,-4.19,1973618.8,197.36,26
203,Exit short,2025-12-02 12:00,Buy signal — close short,90867.9,34.430339,2973620.299,-157433.2,-5.29,2440.89,84823.73,2.85,-166865.83,-5.61,1816185.6,181.62,9
203,Entry short,2025-12-01 00:00,Sell,86366.28,34.430339,2973620.299,-157433.2,-5.29,2440.89,84823.73,2.85,-166865.83,-5.61,1816185.6,181.62,9
204,Exit long,2025-12-14 08:00,Sell signal — close long,89398.66,30.993466,2816311.169,-47771.68,-1.70,2234.83,114176.61,4.05,-97285.61,-3.45,1768414,176.84,71
204,Entry long,2025-12-02 12:00,Buy,90867.9,30.993466,2816311.169,-47771.68,-1.70,2234.83,114176.61,4.05,-97285.61,-3.45,1768414,176.84,71
205,Exit short,2025-12-22 08:00,Buy signal — close short,89924.56,30.96708,2768415.456,-18506.83,-0.67,2221.25,152417.81,5.50,-29838,-1.08,1749907.1,174.99,48
205,Entry short,2025-12-14 08:00,Sell,89398.66,30.96708,2768415.456,-18506.83,-0.67,2221.25,152417.81,5.50,-29838,-1.08,1749907.1,174.99,48
206,Exit long,2025-12-24 04:00,Sell signal — close long,86858.74,30.580317,2749921.551,-95916.18,-3.49,2162.44,17917.63,0.65,-103190.22,-3.75,1653990.9,165.40,11
206,Entry long,2025-12-22 08:00,Buy,89924.56,30.580317,2749921.551,-95916.18,-3.49,2162.44,17917.63,0.65,-103190.22,-3.75,1653990.9,165.40,11
207,Exit short,2025-12-29 00:00,Buy signal — close short,90053.46,30.555271,2653992.339,-99777.77,-3.76,2162.24,13497.69,0.51,-99562.93,-3.75,1554213.1,155.42,29
207,Entry short,2025-12-24 04:00,Sell,86858.74,30.555271,2653992.339,-99777.77,-3.76,2162.24,13497.69,0.51,-99562.93,-3.75,1554213.1,155.42,29
208,Exit long,2025-12-29 08:00,Sell signal — close long,87511.46,28.364181,2554292.639,-74116.34,-2.90,2014.59,6733.05,0.26,-73123.47,-2.86,1480096.8,148.01,2
208,Entry long,2025-12-29 00:00,Buy,90053.46,28.364181,2554292.639,-74116.34,-2.90,2014.59,6733.05,0.26,-73123.47,-2.86,1480096.8,148.01,2
209,Exit short,2026-01-02 16:00,Buy signal — close short,89788.37,28.340267,2480098.142,-66538.12,-2.68,2009.89,20673.24,0.83,-95438.81,-3.85,1413558.6,141.36,26
209,Entry short,2025-12-29 08:00,Sell,87511.46,28.340267,2480098.142,-66538.12,-2.68,2009.89,20673.24,0.83,-95438.81,-3.85,1413558.6,141.36,26
210,Exit long,2026-01-07 12:00,Sell signal — close long,91314.56,26.881116,2413611.589,39078.39,1.62,1947.3,132179.4,5.47,-14284.5,-0.59,1452637.1,145.26,29
210,Entry long,2026-01-02 16:00,Buy,89788.37,26.881116,2413611.589,39078.39,1.62,1947.3,132179.4,5.47,-14284.5,-0.59,1452637.1,145.26,29
211,Exit short,2026-01-13 12:00,Buy signal — close short,93342.41,26.859226,2452638.404,-56450.38,-2.30,1983.9,54116.62,2.21,-55447.53,-2.26,1396186.8,139.62,36
211,Entry short,2026-01-07 12:00,Sell,91314.56,26.859226,2452638.404,-56450.38,-2.30,1983.9,54116.62,2.21,-55447.53,-2.26,1396186.8,139.62,36
212,Exit long,2026-01-18 20:00,Sell signal — close long,93642.55,25.671413,2396231.558,5784.95,0.24,1920.07,114910.2,4.79,-10210.47,-0.43,1401971.6,140.20,32
212,Entry long,2026-01-13 12:00,Buy,93342.41,25.671413,2396231.558,5784.95,0.24,1920.07,114910.2,4.79,-10210.47,-0.43,1401971.6,140.20,32
213,Exit short,2026-01-27 20:00,Buy signal — close short,89159.89,25.650443,2401972.891,113106.63,4.71,1875.59,196084.89,8.16,-978.49,-0.04,1515078.2,151.51,54
213,Entry short,2026-01-18 20:00,Sell,93642.55,25.650443,2401972.891,113106.63,4.71,1875.59,196084.89,8.16,-978.49,-0.04,1515078.2,151.51,54
214,Exit long,2026-01-29 12:00,Sell signal — close long,84814.15,28.207612,2514987.583,-124545.91,-4.95,1962.96,35782.09,1.42,-138975.34,-5.52,1390532.4,139.05,10
214,Entry long,2026-01-27 20:00,Buy,89159.89,28.207612,2514987.583,-124545.91,-4.95,1962.96,35782.09,1.42,-138975.34,-5.52,1390532.4,139.05,10
215,Exit short,2026-02-07 00:00,Buy signal — close short,70857.02,28.185552,2390533.635,391634.34,16.38,1755.07,699075.94,29.23,-20681.59,-0.86,1782166.8,178.22,51
215,Entry short,2026-01-29 12:00,Sell,84814.15,28.185552,2390533.635,391634.34,16.38,1755.07,699075.94,29.23,-20681.59,-0.86,1782166.8,178.22,51
216,Exit long,2026-02-12 16:00,Sell signal — close long,65742.04,39.260095,2781853.337,-202959.75,-7.29,2145.16,52167.53,1.87,-227759.31,-8.18,1579207,157.92,34
216,Entry long,2026-02-07 00:00,Buy,70857.02,39.260095,2781853.337,-202959.75,-7.29,2145.16,52167.53,1.87,-227759.31,-8.18,1579207,157.92,34
217,Exit short,2026-02-14 08:00,Buy signal — close short,70472.66,39.232254,2579208.412,-187730.48,-7.28,2137.6,20845.79,0.81,-187630.88,-7.27,1391476.5,139.15,10
217,Entry short,2026-02-12 16:00,Sell,65742.04,39.232254,2579208.412,-187730.48,-7.28,2137.6,20845.79,0.81,-187630.88,-7.27,1391476.5,139.15,10
218,Exit long,2026-02-16 12:00,Sell signal — close long,67498.19,33.936941,2391626.505,-102817.34,-4.30,1872.92,15006.61,0.63,-109767.98,-4.59,1288659.1,128.87,13
218,Entry long,2026-02-14 08:00,Buy,70472.66,33.936941,2391626.505,-102817.34,-4.30,1872.92,15006.61,0.63,-109767.98,-4.59,1288659.1,128.87,13
219,Exit short,2026-02-25 12:00,Buy signal — close short,67418.67,33.906992,2288660.588,866.43,0.04,1829.85,166722.73,7.28,-57817.16,-2.53,1289525.5,128.95,54
219,Entry short,2026-02-16 12:00,Sell,67498.19,33.906992,2288660.588,866.43,0.04,1829.85,166722.73,7.28,-57817.16,-2.53,1289525.5,128.95,54
220,Exit long,2026-02-28 04:00,Sell signal — close long,63826.92,33.959803,2289524.752,-123757.95,-5.40,1782.83,85199.46,3.72,-149389.1,-6.52,1165767.6,116.58,16
220,Entry long,2026-02-25 12:00,Buy,67418.67,33.959803,2289524.752,-123757.95,-5.40,1782.83,85199.46,3.72,-149389.1,-6.52,1165767.6,116.58,16
221,Exit short,2026-03-01 00:00,Buy signal — close short,67508.82,33.931905,2165768.986,-126716.47,-5.85,1782.59,14495.01,0.67,-148723.56,-6.86,1039051.1,103.91,5
221,Entry short,2026-02-28 04:00,Sell,63826.92,33.931905,2165768.986,-126716.47,-5.85,1782.59,14495.01,0.67,-148723.56,-6.86,1039051.1,103.91,5
222,Exit long,2026-03-07 04:00,Sell signal — close long,67842.18,30.205718,2039152.379,8434.03,0.41,1635.35,196101.45,9.61,-74804.87,-3.67,1047485.2,104.75,37
222,Entry long,2026-03-01 00:00,Buy,67508.82,30.205718,2039152.379,8434.03,0.41,1635.35,196101.45,9.61,-74804.87,-3.67,1047485.2,104.75,37
223,Exit short,2026-03-10 04:00,Buy signal — close short,70405.75,30.180139,2047486.422,-79037.84,-3.86,1668.94,66075.59,3.23,-83473.04,-4.08,968447.3,96.84,18
223,Entry short,2026-03-07 04:00,Sell,67842.18,30.180139,2047486.422,-79037.84,-3.86,1668.94,66075.59,3.23,-83473.04,-4.08,968447.3,96.84,18
224,Exit long,2026-03-18 12:00,Sell signal — close long,71493.44,27.959512,1968510.412,28824.31,1.46,1586.97,155315.86,7.89,-40642.85,-2.06,997271.6,99.73,50
224,Entry long,2026-03-10 04:00,Buy,70405.75,27.959512,1968510.412,28824.31,1.46,1586.97,155315.86,7.89,-40642.85,-2.06,997271.6,99.73,50
225,Exit short,2026-03-23 16:00,Buy signal — close short,70669.13,27.936449,1997272.84,21439.69,1.07,1588.61,114633.38,5.74,-14769.65,-0.74,1018711.3,101.87,31
225,Entry short,2026-03-18 12:00,Sell,71493.44,27.936449,1997272.84,21439.69,1.07,1588.61,114633.38,5.74,-14769.65,-0.74,1018711.3,101.87,31
226,Exit long,2026-03-27 08:00,Sell signal — close long,66669.2,28.56543,2018694.086,-115828.97,-5.74,1569.25,36691.5,1.82,-127560.29,-6.32,902882.4,90.29,22
226,Entry long,2026-03-23 16:00,Buy,70669.13,28.56543,2018694.086,-115828.97,-5.74,1569.25,36691.5,1.82,-127560.29,-6.32,902882.4,90.29,22
227,Exit short,2026-04-01 04:00,Buy signal — close short,68632.25,28.542168,1902883.507,-57574.42,-3.02,1544.72,48139.29,2.53,-73343.31,-3.85,845307.94,84.53,29
227,Entry short,2026-03-27 08:00,Sell,66669.2,28.542168,1902883.507,-57574.42,-3.02,1544.72,48139.29,2.53,-73343.31,-3.85,845307.94,84.53,29
228,Exit long,2026-04-12 12:00,Sell signal — close long,70907.09,26.887562,1845353.877,59664.15,3.23,1500.75,138614.17,7.51,-78473.31,-4.25,904972.06,90.50,68
228,Entry long,2026-04-01 04:00,Buy,68632.25,26.887562,1845353.877,59664.15,3.23,1500.75,138614.17,7.51,-78473.31,-4.25,904972.06,90.50,68
229,Exit short,2026-04-13 16:00,Buy signal — close short,73325.04,26.865765,1904973.217,-66510.04,-3.49,1549.96,9275.87,0.49,-69546.95,-3.65,838462.06,83.85,7
229,Entry short,2026-04-12 12:00,Sell,70907.09,26.865765,1904973.217,-66510.04,-3.49,1549.96,9275.87,0.49,-69546.95,-3.65,838462.06,83.85,7
230,Exit long,2026-04-19 20:00,Sell signal — close long,73831.21,25.073496,1838515.097,11215.56,0.61,1475.89,124446.53,6.77,-8716.8,-0.47,849677.6,84.97,37
230,Entry long,2026-04-13 16:00,Buy,73325.04,25.073496,1838515.097,11215.56,0.61,1475.89,124446.53,6.77,-8716.8,-0.47,849677.6,84.97,37
231,Exit short,2026-04-22 00:00,Buy signal — close short,77546.48,25.052802,1849678.686,-94594.9,-5.11,1516.97,510.51,0.03,-98910.03,-5.35,755082.7,75.51,13
231,Entry short,2026-04-19 20:00,Sell,73831.21,25.052802,1849678.686,-94594.9,-5.11,1516.97,510.51,0.03,-98910.03,-5.35,755082.7,75.51,13
232,Exit long,2026-04-27 12:00,Sell signal — close long,76821.58,22.633628,1755158.181,-17804.68,-1.01,1397.56,43450.71,2.47,-21931.27,-1.25,737278.06,73.73,33
232,Entry long,2026-04-22 00:00,Buy,77546.48,22.633628,1755158.181,-17804.68,-1.01,1397.56,43450.71,2.47,-21931.27,-1.25,737278.06,73.73,33
233,Exit short,2026-05-01 12:00,Buy signal — close short,78419.55,22.614466,1737279.009,-37541.52,-2.16,1404.28,41573.34,2.39,-47183.47,-2.71,699736.5,69.97,24
233,Entry short,2026-04-27 12:00,Sell,76821.58,22.614466,1737279.009,-37541.52,-2.16,1404.28,41573.34,2.39,-47183.47,-2.71,699736.5,69.97,24
234,Exit long,2026-05-13 12:00,Sell signal — close long,78811.86,21.675289,1699766.409,7140.22,0.42,1363.21,94763.76,5.57,-15783.46,-0.93,706876.75,70.69,72
234,Entry long,2026-05-01 12:00,Buy,78419.55,21.675289,1699766.409,7140.22,0.42,1363.21,94763.76,5.57,-15783.46,-0.93,706876.75,70.69,72
235,Exit short,2026-05-24 08:00,Buy signal — close short,77215.91,21.657625,1706877.709,33212.81,1.95,1351.68,98223.07,5.75,-69798.95,-4.09,740089.56,74.01,65
235,Entry short,2026-05-13 12:00,Sell,78811.86,21.657625,1706877.709,33212.81,1.95,1351.68,98223.07,5.75,-69798.95,-4.09,740089.56,74.01,65
236,Exit long,2026-05-27 12:00,Sell signal — close long,75225.83,22.53503,1740062.848,-46220.62,-2.66,1374.11,16790.03,0.96,-57762.61,-3.32,693868.94,69.39,19
236,Entry long,2026-05-24 08:00,Buy,77215.91,22.53503,1740062.848,-46220.62,-2.66,1374.11,16790.03,0.96,-57762.61,-3.32,693868.94,69.39,19
237,Exit short,2026-06-13 20:00,Buy signal — close short,64422.64,22.517131,1693869.869,241999.05,14.28,1257.79,362855.9,21.41,-2673.24,-0.16,935868,93.59,104
237,Entry short,2026-05-27 12:00,Sell,75225.83,22.517131,1693869.869,241999.05,14.28,1257.79,362855.9,21.41,-2673.24,-0.16,935868,93.59,104
238,Exit long,2026-06-17 16:00,Sell signal — close long,64241.49,30.046492,1935674.337,-6989.28,-0.36,1546.36,84045.48,4.34,-23566.34,-1.22,928878.7,92.89,23
238,Entry long,2026-06-13 20:00,Buy,64422.64,30.046492,1935674.337,-6989.28,-0.36,1546.36,84045.48,4.34,-23566.34,-1.22,928878.7,92.89,23
239,Exit short,2026-07-02 00:00,Buy signal — close short,60995.05,30.025452,1928879.774,95971.72,4.97,1504.11,194529.6,10.08,-40001.01,-2.07,1024850.4,102.49,86
239,Entry short,2026-06-17 16:00,Sell,64241.49,30.025452,1928879.774,95971.72,4.97,1504.11,194529.6,10.08,-40001.01,-2.07,1024850.4,102.49,86
240,Exit long,2026-07-13 12:00,Sell signal — close long,62574.37,33.195704,2024773.625,50785.85,2.51,1640.79,120028.43,5.93,-32437.78,-1.60,1075636.2,107.56,69
240,Entry long,2026-07-02 00:00,Buy,60995.05,33.195704,2024773.625,50785.85,2.51,1640.79,120028.43,5.93,-32437.78,-1.60,1075636.2,107.56,69
241,Exit short,2026-07-14 12:00,Buy signal — close short,64660.77,33.17073,2075637.532,-70895.6,-3.41,1688.19,25299.32,1.22,-76482.08,-3.68,1004740.6,100.47,6
241,Entry short,2026-07-13 12:00,Sell,62574.37,33.17073,2075637.532,-70895.6,-3.41,1688.19,25299.32,1.22,-76482.08,-3.68,1004740.6,100.47,6
242,Exit long,2026-07-17 04:00,Sell signal — close long,62773.29,31.004847,2004797.281,-60101.46,-3.00,1580.43,25745.36,1.28,-62714.88,-3.13,944639.2,94.46,16
242,Entry long,2026-07-14 12:00,Buy,64660.77,31.004847,2004797.281,-60101.46,-3.00,1580.43,25745.36,1.28,-62714.88,-3.13,944639.2,94.46,16
243,Exit short,2026-07-20 12:00,Buy signal — close short,65545.19,30.978788,1944640.443,-87460.16,-4.50,1590.06,8034.06,0.41,-87479.12,-4.50,857179,85.72,20
243,Entry short,2026-07-17 04:00,Sell,62773.29,30.978788,1944640.443,-87460.16,-4.50,1590.06,8034.06,0.41,-87479.12,-4.50,857179,85.72,20
244,Exit long,2026-07-24 12:00,Sell signal — close long,64047.53,28.335396,1857248.915,-43905.61,-2.36,1468.82,37389.46,2.01,-53180.67,-2.86,813273.44,81.33,24
244,Entry long,2026-07-20 12:00,Buy,65545.19,28.335396,1857248.915,-43905.61,-2.36,1468.82,37389.46,2.01,-53180.67,-2.86,813273.44,81.33,24
245,Exit short,2026-08-04 12:00,Buy signal — close short,64064.26,28.311389,1813274.536,-1924.46,-0.11,1450.81,51012.62,2.81,-46260.5,-2.55,811348.94,81.13,66
245,Entry short,2026-07-24 12:00,Sell,64047.53,28.311389,1813274.536,-1924.46,-0.11,1450.81,51012.62,2.81,-46260.5,-2.55,811348.94,81.13,66
246,Exit long,2026-08-10 12:00,Sell signal — close long,64251.71,28.273962,1811350.453,3848.75,0.21,1451.2,36846.46,2.03,-7433.67,-0.41,815197.7,81.52,36
246,Entry long,2026-08-04 12:00,Buy,64064.26,28.273962,1811350.453,3848.75,0.21,1451.2,36846.46,2.03,-7433.67,-0.41,815197.7,81.52,36
247,Exit short,2026-08-17 12:00,Buy signal — close short,64127.05,28.25137,1815198.832,2071.07,0.11,1450.75,49100.86,2.70,-5770.64,-0.32,817268.75,81.73,42
247,Entry short,2026-08-10 12:00,Sell,64251.71,28.25137,1815198.832,2071.07,0.11,1450.75,49100.86,2.70,-5770.64,-0.32,817268.75,81.73,42
248,Exit long,2026-09-01 16:00,Sell signal — close long,77278.1,28.338542,1817267.1,371078.7,20.41,1602.89,488704.94,26.88,-13343.23,-0.73,1188347.5,118.83,91
248,Entry long,2026-08-17 12:00,Buy,64127.05,28.338542,1817267.1,371078.7,20.41,1602.89,488704.94,26.88,-13343.23,-0.73,1188347.5,118.83,91
249,Exit short,2026-09-03 12:00,Buy signal — close short,81317.2,28.317837,2188348.639,-116175.01,-5.31,1796.43,28730.11,1.31,-115815.17,-5.29,1072172.5,107.22,11
249,Entry short,2026-09-01 16:00,Sell,77278.1,28.317837,2188348.639,-116175.01,-5.31,1796.43,28730.11,1.31,-115815.17,-5.29,1072172.5,107.22,11
250,Exit long,2026-09-09 16:00,Sell signal — close long,78226.07,25.483725,2072265.163,-80399.81,-3.88,1626.3,22294.26,1.08,-94430.37,-4.56,991772.6,99.18,37
250,Entry long,2026-09-03 12:00,Buy,81317.2,25.483725,2072265.163,-80399.81,-3.88,1626.3,22294.26,1.08,-94430.37,-4.56,991772.6,99.18,37
251,Exit short,2026-09-14 12:00,Buy signal — close short,78545.41,25.461765,1991773.811,-9727.63,-0.49,1596.67,52685.73,2.64,-40634.95,-2.04,982045,98.20,29
251,Entry short,2026-09-09 16:00,Sell,78226.07,25.461765,1991773.811,-9727.63,-0.49,1596.67,52685.73,2.64,-40634.95,-2.04,982045,98.20,29
252,Exit long,2026-09-15 12:00,Sell signal — close long,76502.28,25.234481,1982052.656,-53122.34,-2.68,1565.02,24678.36,1.24,-75231.26,-3.79,928922.7,92.89,6
252,Entry long,2026-09-14 12:00,Buy,78545.41,25.234481,1982052.656,-53122.34,-2.68,1565.02,24678.36,1.24,-75231.26,-3.79,928922.7,92.89,6
253,Exit short,2026-09-18 12:00,Buy signal — close short,80657.25,25.213938,1928923.745,-106348.2,-5.51,1585.04,37672.38,1.95,-115780.66,-6.00,822574.5,82.26,18
253,Entry short,2026-09-15 12:00,Sell,76502.28,25.213938,1928923.745,-106348.2,-5.51,1585.04,37672.38,1.95,-115780.66,-6.00,822574.5,82.26,18
254,Exit long,2026-09-24 08:00,Sell signal — close long,83475.54,22.597589,1822659.385,62202.96,3.41,1483.6,150608.8,8.26,-13209.26,-0.72,884777.44,88.48,35
254,Entry long,2026-09-18 12:00,Buy,80657.25,22.597589,1822659.385,62202.96,3.41,1483.6,150608.8,8.26,-13209.26,-0.72,884777.44,88.48,35
255,Exit short,Open,Open,—,22.578811,1884778.441,-13294.38,-0.71,753.91,6381.44,0.34,-40181.93,-2.13,870729.1,87.07,11
