Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
189,Entry long,2026-08-04 12:00,Buy,64064.28,33.89244,2171294.766,4612.21,0.21,1739.58,44167.76,2.03,-8911.53,-0.41,1175904.5,117.59,36
190,Exit short,2026-08-17 12:00,Buy signal — close short,64127.07,33.865358,2175906.484,2481.26,0.11,1739.04,58857.29,2.70,-6918.04,-0.32,1178385.8,117.84,42
190,Entry short,2026-08-10 12:00,Sell,64251.69,33.865358,2175906.484,2481.26,0.11,1739.04,58857.29,2.70,-6918.04,-0.32,1178385.8,117.84,42
191,Exit long,2026-08-28 16:00,Long SL/Trail,77328,33.96981,2178384.384,446511,20.49,1922.08,585816.8,26.88,-15995.39,-0.73,1624896.8,162.49,67
191,Entry long,2026-08-17 12:00,Buy,64127.07,33.96981,2178384.384,446511,20.49,1922.08,585816.8,26.88,-15995.39,-0.73,1624896.8,162.49,67
192,Exit short,2026-09-03 12:00,Buy signal — close short,81317.22,33.953317,2623847.147,-139296.14,-5.31,2153.93,34446.96,1.31,-138864.02,-5.29,1485600.6,148.56,11
192,Entry short,2026-09-01 16:00,Sell,77278.08,33.953317,2623847.147,-139296.14,-5.31,2153.93,34446.96,1.31,-138864.02,-5.29,1485600.6,148.56,11
193,Exit long,2026-09-09 16:00,Sell signal — close long,78226.05,30.568089,2485712.018,-96441.93,-3.88,1950.77,26741.67,1.08,-113271.18,-4.56,1389158.8,138.92,37
193,Entry long,2026-09-03 12:00,Buy,81317.22,30.568089,2485712.018,-96441.93,-3.88,1950.77,26741.67,1.08,-113271.18,-4.56,1389158.8,138.92,37
194,Exit short,2026-09-14 12:00,Buy signal — close short,78545.43,30.541753,2389160.697,-11669.65,-0.49,1915.23,63196.68,2.64,-48742.82,-2.04,1377489,137.75,29
194,Entry short,2026-09-09 16:00,Sell,78226.05,30.541753,2389160.697,-11669.65,-0.49,1915.23,63196.68,2.64,-48742.82,-2.04,1377489,137.75,29
195,Exit long,2026-09-15 12:00,Sell signal — close long,76502.26,30.269091,2377498.768,-63722.16,-2.68,1877.26,29601.41,1.24,-90241.49,-3.79,1313766.9,131.38,6
195,Entry long,2026-09-14 12:00,Buy,78545.43,30.269091,2377498.768,-63722.16,-2.68,1877.26,29601.41,1.24,-90241.49,-3.79,1313766.9,131.38,6
196,Exit short,2026-09-18 12:00,Buy signal — close short,80657.27,30.24445,2313768.777,-127567.27,-5.51,1901.28,45187.9,1.95,-138881.03,-6.00,1186199.6,118.62,18
196,Entry short,2026-09-15 12:00,Sell,76502.26,30.24445,2313768.777,-127567.27,-5.51,1901.28,45187.9,1.95,-138881.03,-6.00,1186199.6,118.62,18
197,Exit long,2026-09-24 08:00,Long SL/Trail,82986.57,27.106075,2186302.01,61363.88,2.81,1774.3,180656.48,8.26,-15845.21,-0.72,1247563.5,124.76,35
197,Entry long,2026-09-18 12:00,Buy,80657.27,27.106075,2186302.01,61363.88,2.81,1774.3,180656.48,8.26,-15845.21,-0.72,1247563.5,124.76,35
198,Exit short,Open,Open,—,26.914055,2246664.736,-15868.51,-0.71,898.67,7606.18,0.34,-47897.6,-2.13,1230796.2,123.08,11
198,Entry short,2026-09-24 08:00,Sell,83475.52,26.914055,2246664.736,-15868.51,-0.71,898.67,7606.18,0.34,-47897.6,-2.13,1230796.2,123.08,11
